"location_name","year","real_gdp_lc","population","real_gdp_usd"
"Argentina",1990,461383067200.954,33120727.8523932,265817211208.207
"Argentina",1991,503521692862.146,33524923.4557365,290094591011.844
"Argentina",1992,543487677674.491,33911290.0181209,313120244489.89
"Argentina",1993,588091597641.289,34280198.0695408,338817957426.035
"Argentina",1994,622413803601.144,34643213.5127968,358592053441.545
"Argentina",1995,604704826243.565,34995396.9435437,348389357874.283
"Argentina",1996,638124986359.867,35339123.8125179,367643757074.802
"Argentina",1997,689883602459.331,35686801.5071445,397463514160.866
"Argentina",1998,716445355021.616,36047487.9293451,412766570325.764
"Argentina",1999,692190405307.751,36424215.9441574,398792535409.293
"Argentina",2000,686729030353.619,36807397.8248495,395646066535.875
"Argentina",2001,656452248351.554,37192185.541358,378202665751.853
"Argentina",2002,584935157747.954,37584759.0160787,336999433710.193
"Argentina",2003,636626116266.938,37994727.1654319,366780211148.674
"Argentina",2004,694110738086.543,38429811.3257452,399898899166.738
"Argentina",2005,755551060091.098,38869258.2558873,435296589745.339
"Argentina",2006,816351398559.736,39295026.1347484,470325565798.353
"Argentina",2007,889885482455.565,39727057.5162213,512690850741.56
"Argentina",2008,925990210832.673,40186482.3742039,533491913656.279
"Argentina",2009,871185248000,40659006.8863579,501917060966.235
"Argentina",2010,959396223037.209,41130792.4355861,552738161802.463
"Argentina",2011,1016997908810.97,41599546.2617579,585924294024.785
"Argentina",2012,1006559234253.78,42059551.844058,579910247223.428
"Argentina",2013,1030770242883.07,42520049.9655961,593858966307.156
"Argentina",2014,1004870951838,42990273.4563558,578937574935.696
"Argentina",2015,1032315583600.75,43462380.3212553,594749285413.212
"Argentina",2016,1010840035079.44,43923723.2841286,582376550428.09
"Argentina",2017,1039330591568.54,44353786.093418,598790850843.677
"Argentina",2018,1012127189427.81,44742563.3150841,583118120294.002
"Argentina",2019,991622158178.862,45115284.355549,571304530654.919
"Australia",1990,529298229226.878,16860242.3173095,630972702488.834
"Australia",1991,527207039795.938,17089728.8657152,628479810251.912
"Australia",1992,529388519108.709,17305618.9443109,631080336422.977
"Australia",1993,550741760462.865,17509386.1067654,656535385505.246
"Australia",1994,572663891212.335,17702284.3868196,682668603641.098
"Australia",1995,594618854646.106,17889406.3012717,708840961389.366
"Australia",1996,617537962482.368,18076736.0645553,736162668909.91
"Australia",1997,641673142433.36,18268207.8709486,764934047459.534
"Australia",1998,671280015502.87,18465476.2601598,800228192955.163
"Australia",1999,704418927725.966,18671725.3171464,839732857524.87
"Australia",2000,731978809208.788,18885449.0601203,872586798723.367
"Australia",2001,746898738633.038,19106452.06904,890372741826.771
"Australia",2002,776883187572.023,19335571.0360774,926116992865.178
"Australia",2003,801046780422.893,19574223.1151371,954922242233.238
"Australia",2004,834734377312.501,19821926.6802415,995080989941.195
"Australia",2005,861114807751.544,20082022.6156026,1026528915832.15
"Australia",2006,884596491005.368,20359915.183118,1054521265557.74
"Australia",2007,917932399334.278,20655644.1224392,1094260767801.94
"Australia",2008,950766977829.803,20962543.8355735,1133402638271.95
"Australia",2009,968516200684.018,21275725.2705822,1154561362206.77
"Australia",2010,989555637343.978,21595714.9624042,1179642326916.53
"Australia",2011,1013995151022.54,21925400.984191,1208776499565.85
"Australia",2012,1053717016448.23,22265337.3603731,1256128656424.85
"Australia",2013,1081115891498.42,22607619.9198955,1288790662985.54
"Australia",2014,1108824151458.37,22944404.817977,1321821485124.76
"Australia",2015,1132910082382.91,23279414.1823867,1350534154255.76
"Australia",2016,1163970433130.57,23615057.6255522,1387560980285.63
"Australia",2017,1190694343959.24,23943549.6166181,1419418366737.24
"Australia",2018,1224878850897.8,24260443.1616001,1460169477425.41
"Australia",2019,1250762371287.89,24568113.4912073,1491025040336.15
"Bangladesh",1990,156587099092.043,109054175.165814,52834007311.7358
"Bangladesh",1991,162044516224.857,111452084.324545,54675392830.5312
"Bangladesh",1992,170864089695.163,113670960.554839,57651202535.9186
"Bangladesh",1993,178914456746.146,115785040.073722,60367474528.3118
"Bangladesh",1994,185874455334.185,117749324.944462,62715845616.4941
"Bangladesh",1995,195393602731.684,119594187.40055,65927698356.0697
"Bangladesh",1996,204231097539.642,121352595.271638,68909554894.7531
"Bangladesh",1997,213400862434.587,123051248.719363,72003522586.3165
"Bangladesh",1998,224448682431.005,124702695.304615,75731164300.4426
"Bangladesh",1999,234930786867.074,126319541.770794,79267928092.7913
"Bangladesh",2000,247366365800.347,127913331.950286,83463813143.96
"Bangladesh",2001,259925868052.997,129509278.906637,87701511126.0793
"Bangladesh",2002,269889148727.735,131141078.228361,91063218744.844
"Bangladesh",2003,282680726834.717,132802758.208013,95379221373.1044
"Bangladesh",2004,297491876548.729,134487777.957091,100376647066.682
"Bangladesh",2005,316935781802.484,136185092.019293,106937209452.104
"Bangladesh",2006,338081436016.661,137880246.560919,114071958456.596
"Bangladesh",2007,361945250084.025,139567067.034857,122123840982.243
"Bangladesh",2008,383711876467.608,141250788.37315,129468112024.815
"Bangladesh",2009,403070619485.479,142932649.333272,135999939845.133
"Bangladesh",2010,425528860652.846,144604458.938318,143577568429.643
"Bangladesh",2011,453036659482.283,146281066.973698,152858966788.201
"Bangladesh",2012,482581258491.401,147977949.146445,162827601299.735
"Bangladesh",2013,511601792357.536,149679631.225585,172619411144.635
"Bangladesh",2014,542610280674.236,151361342.103782,183081976119.336
"Bangladesh",2015,578165578311.579,153019081.810348,195078678697.23
"Bangladesh",2016,619293260761.415,154650163.25093,208955558005.097
"Bangladesh",2017,664403662063.264,156229770.82204,224176245316.101
"Bangladesh",2018,716650728824.611,157755553.112879,241804912832.722
"Bangladesh",2019,775076999200.04,159259849.528908,261518503633.701
"Brazil",1990,1567624706702.9,148835518.066145,917211012544.471
"Brazil",1991,1583805565664.73,151374427.087948,926678369092.735
"Brazil",1992,1575188522239.29,153918005.15844,921636571083.558
"Brazil",1993,1652761673948.21,156452127.697092,967024315178.796
"Brazil",1994,1749495672156.71,158979508.88557,1023622994738.33
"Brazil",1995,1823390758978.2,161512280.860884,1066858717622.64
"Brazil",1996,1863666981953.67,164050989.074668,1090424176305.99
"Brazil",1997,1926935605670.19,166600873.110339,1127442397678.23
"Brazil",1998,1933450534524.93,169157180.441854,1131254256770.5
"Brazil",1999,1942497875909.14,171707079.079872,1136547820412.59
"Brazil",2000,2027733700647.98,174243032.92816,1186418964175.19
"Brazil",2001,2055917098445.27,176750917.59912,1202908958700.07
"Brazil",2002,2118693742854.47,179228191.513811,1239639324926.44
"Brazil",2003,2142864415468.1,181676352.61518,1253781489825.37
"Brazil",2004,2266292648014.92,184100380.693533,1325998860262.8
"Brazil",2005,2338862331519.44,186513470.758535,1368459094911.19
"Brazil",2006,2431527793013.17,188918169.43884,1422677289738.78
"Brazil",2007,2579118383830.37,191306273.023535,1509031960385.82
"Brazil",2008,2710503715141.08,193675378.027753,1585904997822.47
"Brazil",2009,2707093576125.91,196018785.476206,1583909738979.16
"Brazil",2010,2910889693644.53,198329101.336728,1703150040884.74
"Brazil",2011,3026580765445.98,200597010.771023,1770840429187.27
"Brazil",2012,3084726708281.22,202818936.318673,1804861390247.16
"Brazil",2013,3177417275728.11,204988648.775459,1859094274468.6
"Brazil",2014,3193430052481.58,207100487.288788,1868463286781.87
"Brazil",2015,3080198578684.53,209170519.81826,1802211999538.68
"Brazil",2016,2979293832697.14,211184310.684993,1743173031958.05
"Brazil",2017,3018705988834.88,213105475.266341,1766232928553.89
"Brazil",2018,3072549644181.22,214924549.129415,1797736638228.88
"Brazil",2019,3115908020202.83,216664813.675699,1823105452462.95
"Canada",1990,NA,27256864.0207177,NA
"Canada",1991,NA,27660066.3086308,NA
"Canada",1992,NA,28040641.1463812,NA
"Canada",1993,NA,28395574.7219385,NA
"Canada",1994,NA,28727260.3690197,NA
"Canada",1995,NA,29036702.6369263,NA
"Canada",1996,NA,29319885.1510907,NA
"Canada",1997,1017832646689.4,29577746.4878024,933745184781.216
"Canada",1998,1046296769028.71,29821756.0332527,959857765527.965
"Canada",1999,1087839800573.38,30060730.1492866,997968751447.134
"Canada",2000,1141337180995.62,30302930.589965,1047046486898.19
"Canada",2001,1157378989954.92,30556819.4289837,1061763014138.36
"Canada",2002,1196986190747.38,30827936.3780011,1098098096475.24
"Canada",2003,1242604413593.63,31115995.7428572,1139947604898.36
"Canada",2004,1291240307990.48,31421356.8864913,1184565482255.99
"Canada",2005,1355748877266.02,31743955.8314804,1243744725655.28
"Canada",2006,1412226902975.83,32086957.0418336,1295556862674.08
"Canada",2007,1509227245114.99,32449352.8746177,1384543596091.58
"Canada",2008,1524434561362.8,32824489.1858883,1398494571594.3
"Canada",2009,1479793017124.4,33204168.8919271,1357541054226.41
"Canada",2010,1525511142773.05,33581477.5166287,1399482212058.69
"Canada",2011,1573517168753.84,33954535.7805945,1443522257095.4
"Canada",2012,1601246043121.22,34320218.1305085,1468960331816.39
"Canada",2013,1638541025091.36,34676430.2625433,1503174217512.03
"Canada",2014,1685567743622.64,35021706.6678791,1546315859831.59
"Canada",2015,1696678616208.21,35354995.6774304,1556508816217.14
"Canada",2016,1713669061092.82,35674264.1999104,1572095608554.66
"Canada",2017,1765762548007.76,35975648.8816573,1619885432081.64
"Canada",2018,1808662588640.47,36256656.8946201,1659241318825.89
"Canada",2019,1842329312225.77,36519840.2725343,1690126691914.86
"Chile",1990,130750312173.046,13280179.3423322,72618523300.3621
"Chile",1991,140954579319.986,13488179.6001527,78285957658.7019
"Chile",1992,156694565230.182,13691057.691504,87027921747.125
"Chile",1993,167018831401.143,13889870.9520506,92762003379.7777
"Chile",1994,175420209280.198,14083505.2886946,97428115797.6043
"Chile",1995,191091015590.012,14270235.2146969,106131657641.837
"Chile",1996,204090778002.623,14450842.9585038,113351705792.927
"Chile",1997,219250416100.724,14627483.4680501,121771345594.589
"Chile",1998,228732074642.188,14799856.6000349,127037444239.219
"Chile",1999,227789478529.812,14967481.6626559,126513927800.812
"Chile",2000,239923683776.338,15132805.6723594,133253246826.376
"Chile",2001,247848476565.384,15294854.5404301,137654664614.505
"Chile",2002,255549055696.952,15450855.5468362,141931554480.374
"Chile",2003,266003689423.326,15600769.9009797,147738042053.808
"Chile",2004,285181331040.904,15745890.4808546,158389274861.642
"Chile",2005,301558811470.143,15889668.9428457,167485302430.417
"Chile",2006,320608813369.011,16036044.9540322,178065644333.8
"Chile",2007,336335716051.779,16188055.0371272,186800342017.73
"Chile",2008,348206787911.37,16346332.2383337,193393517162.85
"Chile",2009,342759999991.689,16506824.3717446,190368379487.202
"Chile",2010,362791502090.253,16663431.284827,201493845099.556
"Chile",2011,384961396301.993,16815077.3208738,213806970419.296
"Chile",2012,405436060916.496,16962503.7314605,225178567814.854
"Chile",2013,421835967006.906,17109290.4767263,234287050561.526
"Chile",2014,429288710857.56,17259543.8854152,238426293091.624
"Chile",2015,439178522668.19,17428426.5703801,243919079437.373
"Chile",2016,446693259327.661,17659697.0361446,248092752678.624
"Chile",2017,451984540685.81,17910321.8054553,251031522247.961
"Chile",2018,468770610029.003,18081319.7792693,260354479474.303
"Chile",2019,473186454051.025,18198359.0378763,262807032486.793
"China",1990,1616385775698.94,1183681981.36521,1027377455186.3
"China",1991,1766108132395.14,1198529585.03678,1122541231136.09
"China",1992,2017328706335.29,1212563101.3417,1282217440754.72
"China",1993,2297409163056.5,1225786038.13375,1460237039293.46
"China",1994,2596917953189.27,1238251069.56692,1650605318474.51
"China",1995,2881383160103.41,1250018992.41055,1831411871441.19
"China",1996,3167290039416.23,1261161149.81227,2013134753753.51
"China",1997,3459845648886.52,1271780777.98423,2199083579879.57
"China",1998,3731303470424.21,1281914721.62234,2371622617326.37
"China",1999,4017182938755.54,1291503578.65951,2553328077173.83
"China",2000,4358245522535.81,1300455786.3824,2770108015881.17
"China",2001,4721537253617.51,1308762934.64563,3001016837141.71
"China",2002,5152785033972.09,1316437079.49014,3275118634989.96
"China",2003,5670023166308.18,1323497204.47881,3603876041862.7
"China",2004,6243467841396.09,1329978712.47271,3968358419670.81
"China",2005,6954885516694.85,1336029209.92573,4420536663139.3
"China",2006,7839613419837.17,1341932974.13769,4982871172219.99
"China",2007,8955257903305.3,1347819837.47844,5691976639213.17
"China",2008,9819501089971.55,1353585307.77471,6241291028839.82
"China",2009,10742409055886.5,1359195349.19565,6827892848558.81
"China",2010,11884957832311.2,1364532476.49477,7554098728366.12
"China",2011,13020070209403.8,1369794515.28724,8275578020537.94
"China",2012,14043934216102.1,1375660037.8237,8926347665676.43
"China",2013,15134607226924.2,1381900348.9869,9619581223621.04
"China",2014,16258467389928.8,1387855975.86641,10333908590028.1
"China",2015,17403279549482.5,1394570128.36299,11061553079871.5
"China",2016,18595188781703.6,1402850421.4356,11819132546495.4
"China",2017,19887033884256.7,1410812256.84947,12640231416523.5
"China",2018,21229363693432.1,1417132645.53062,13493418449040.5
"China",2019,22492450166618.6,1422350422.35813,14296238286985.1
"Czechia",1990,243714053114.922,10297471.0556521,120142052583.973
"Czechia",1991,215406806391.917,10296798.1729976,106187622460.491
"Czechia",1992,214315679650.506,10297275.8703079,105649737161.441
"Czechia",1993,214448350204.84,10297860.3342467,105715138858.682
"Czechia",1994,220687316286.699,10292742.5494198,108790719365.821
"Czechia",1995,235033787200.869,10279120.8789285,115863001168.759
"Czechia",1996,245058957482.61,10264398.6939864,120805040906.55
"Czechia",1997,243788740831.438,10253404.5817816,120178870877.585
"Czechia",1998,242919471616.35,10246192.6941238,119750353168.352
"Czechia",1999,246281838916.112,10242682.4324038,121407876416.485
"Czechia",2000,256135645814.022,10241745.8120967,126265440317.089
"Czechia",2001,263929793484.532,10243710.2971826,130107668072.565
"Czechia",2002,268073109410.314,10249254.3288162,132150170232.227
"Czechia",2003,277680014493.409,10257405.485042,136886020631.13
"Czechia",2004,291048255139.485,10270959.107922,143476070938.564
"Czechia",2005,310262147771.21,10291861.1779251,152947812388.841
"Czechia",2006,331257378446.302,10320397.7386495,163297687890.645
"Czechia",2007,349709536921.897,10357827.6968989,172393922455.409
"Czechia",2008,359104175715.301,10399124.8231299,177025133390.924
"Czechia",2009,342379505288.056,10438914.9905591,168780486813.354
"Czechia",2010,350716111254.443,10473137.9715413,172890126530.82
"Czechia",2011,356889976073.415,10499591.4739973,175933614512.933
"Czechia",2012,354088374418.526,10520874.5259175,174552528075.614
"Czechia",2013,353925834847.049,10540154.2021863,174472402052.95
"Czechia",2014,361932001410.642,10560099.3868531,178419147314.396
"Czechia",2015,381434276021.797,10580351.418225,188033050459.881
"Czechia",2016,391112348862.469,10599883.3452973,192803983942.274
"Czechia",2017,411327867894.58,10618655.6706699,202769490319.63
"Czechia",2018,424484831837.396,10633762.7070935,209255388993.343
"Czechia",2019,437344507522.895,10643486.5176756,215594735504.853
"Denmark",1990,200640457977.719,5144231.12042119,202014449528.001
"Denmark",1991,203436651612.772,5155491.68559078,204829791576.421
"Denmark",1992,207417920539.174,5169796.05237918,208838324345.416
"Denmark",1993,207440088600.79,5186810.45754966,208860644214.547
"Denmark",1994,218501753974.24,5206015.54714588,219998060186.398
"Denmark",1995,225117085256.289,5227051.82169369,226658693444.805
"Denmark",1996,231645705325.201,5249507.80630446,233232021689.227
"Denmark",1997,239199417330.996,5272358.08440173,240837461729.208
"Denmark",1998,244505240117.905,5295013.27972145,246179618941.138
"Denmark",1999,251713308780.504,5316477.26658044,253437048662.499
"Denmark",2000,261144660594.85,5336630.65933156,262932986641.725
"Denmark",2001,263294280697.691,5355263.24292021,265097327404.035
"Denmark",2002,264522141915.722,5371684.68480393,266333597050.533
"Denmark",2003,265553933164.062,5387099.8448674,267372454034.624
"Denmark",2004,272639494374.131,5402933.9083836,274506537368.942
"Denmark",2005,279010101422.197,5420156.8678471,280920770514.868
"Denmark",2006,289927788951.14,5439314.67522088,291913222677.846
"Denmark",2007,292563925272.25,5460750.59977326,294567411335.295
"Denmark",2008,291065948985.469,5484608.3390268,293059176864.39
"Denmark",2009,276784659273.733,5509951.46454475,278680088475.415
"Denmark",2010,281963275745.511,5535212.33290452,283894168259.757
"Denmark",2011,285732498126.509,5560310.44968692,287689202382.588
"Denmark",2012,286379681639.879,5585434.74805443,288340817827.024
"Denmark",2013,289052580545.17,5611735.01186639,291032020819.874
"Denmark",2014,293733480145.142,5640851.05274513,295744975353.148
"Denmark",2015,300614454530.98,5673410.88521636,302673070846.857
"Denmark",2016,310372270416.481,5707978.59529998,312497708532.463
"Denmark",2017,319130157564.111,5741886.85076798,321315569939.823
"Denmark",2018,325479371132.153,5773473.33864389,327708263102.566
"Denmark",2019,332362166899.29,5802733.42384803,334638192450.446
"European Union",1990,11993493910861,478817806.642878,9047175577977.82
"European Union",1991,12162298347181.4,479972597.761452,9215370444922.74
"European Union",1992,12282759093989.7,481087200.663553,9322298363168.84
"European Union",1993,12220666315610.4,482034471.716375,9268795990284.27
"European Union",1994,12546973461026.3,482837908.158395,9514617841227.35
"European Union",1995,12897680640697.2,483569442.405407,9767936305778.29
"European Union",1996,13158223709315.1,484308823.065711,9951641971499.38
"European Union",1997,13495932110155.5,485127735.487998,10215638550886.3
"European Union",1998,13896851565877.4,486059677.971602,10523164810325.1
"European Union",1999,14293444849033.4,487155075.755571,10833406575742.6
"European Union",2000,14851392237649,488509767.296278,11255894044855.7
"European Union",2001,15187502817287.2,490093292.942868,11500718826012.8
"European Union",2002,15378976437875.8,491771180.260487,11628335365643.9
"European Union",2003,15546939249076.9,493530016.642263,11733889721114
"European Union",2004,15977503722332.5,495443315.792648,12037993601108.7
"European Union",2005,16309889505541.4,497431146.918382,12269626658754.7
"European Union",2006,16907083803905.1,499384442.608831,12698269365174.3
"European Union",2007,17470550663321.2,501316578.688392,13098877695355.6
"European Union",2008,17623483122498.3,503189271.288689,13182853432101.8
"European Union",2009,16870192054307.5,504889853.443702,12609662729638.2
"European Union",2010,17222553445381.2,506360843.087717,12893296991141.7
"European Union",2011,17533269235657.3,507575517.856503,13132830568205
"European Union",2012,17408615657337.3,508637611.407305,13040022845513.5
"European Union",2013,17407984016564.1,509618400.645249,13035859115627.8
"European Union",2014,17693948153266.7,510634101.857974,13241268912467.8
"European Union",2015,18116125426330.3,511618953.710444,13547247755711.5
"European Union",2016,18494840217123.9,512585587.834149,13819319725751.6
"European Union",2017,19041729260892.4,513593287.137405,14208149465740.9
"European Union",2018,19465789720785.1,514319950.133246,14501630494668
"European Union",2019,19850656049450.4,514700065.133047,14765425953123.2
"France",1990,1964407999761.79,57769932.3992964,1660423065362.52
"France",1991,1984998449952.7,57987726.112649,1677827218892.41
"France",1992,2016745377298.02,58171636.9361131,1704661425648.31
"France",1993,2004066777707.34,58323696.7525097,1693944792851.35
"France",1994,2051329529863.81,58473985.9108794,1733893807426.03
"France",1995,2094544791698.16,58648009.5747918,1770421665963.64
"France",1996,2124140577072.54,58841038.755165,1795437612080.28
"France",1997,2173766799653.82,59056456.2929271,1837384358698.48
"France",1998,2251775886794.82,59304994.5412042,1903321825666.9
"France",1999,2328817556993.87,59597157.8236618,1968441579917.58
"France",2000,2420192654831.56,59945015.682927,2045676716441.08
"France",2001,2468202534897.63,60325193.9225728,2086257243621.11
"France",2002,2496229751724.52,60715955.6214055,2109947351420.97
"France",2003,2516777735437.39,61114107.6150993,2127315610004.57
"France",2004,2587996327114.77,61524717.9282793,2187513385781.34
"France",2005,2631040399116.79,61946762.364994,2223896545485.41
"France",2006,2695483092567.33,62364224.6264839,2278366968438.45
"France",2007,2760841448046.81,62760012.9364989,2333611358079.22
"France",2008,2767880101784.03,63127282.728687,2339560805961.64
"France",2009,2688350220063.27,63471395.9023474,2272337881797.86
"France",2010,2740757930694.59,63800049.3288584,2316635691390.19
"France",2011,2800854547180.79,64119609.1738147,2367432576851.88
"France",2012,2809624996095.14,64432579.4949946,2374845830958.32
"France",2013,2825817614408.69,64744204.0307272,2388532700966.84
"France",2014,2852837603528.6,65053947.9347503,2411371445853.84
"France",2015,2884587185274.82,65339260.4708346,2438207896251.84
"France",2016,2916186811083.79,65593224.826585,2464917595843.98
"France",2017,2983008898740.32,65821984.2369711,2521399210474.97
"France",2018,3038643985600.27,66024289.4222518,2568424971659.46
"France",2019,3094645337796.63,66204314.9643178,2615760319962.67
"Germany",1990,2915150994424.49,79941306.0629622,2341197530114.32
"Germany",1991,3064064530978.03,80370419.7598536,2460792022696.87
"Germany",1992,3122988837727.55,80829907.2225208,2508114937252.42
"Germany",1993,3092481926945.04,81236879.850395,2483614421048.62
"Germany",1994,3166450756937.7,81543037.2265856,2543019797447.8
"Germany",1995,3215345395334.72,81769788.9419386,2582287748531.6
"Germany",1996,3241255384570.8,81936254.7603281,2603096414333.41
"Germany",1997,3299343893679.88,82048627.5913015,2649748088402.54
