"location_name","year","age_name","population"
"Israel",2005,"90 to 94",19109.5735628241
"Israel",2005,"95 to 99",4855.668556731
"Italy",2005,"1 to 4",2173442.23207041
"Italy",2005,"5 to 9",2684306.32780021
"Italy",2005,"10 to 14",2835521.94707373
"Italy",2005,"15 to 19",2889449.72881909
"Italy",2005,"20 to 24",3199059.5686602
"Italy",2005,"25 to 29",3918772.56807716
"Italy",2005,"30 to 34",4608253.23705578
"Italy",2005,"35 to 39",4811090.30721439
"Italy",2005,"40 to 44",4560617.17564899
"Italy",2005,"45 to 49",3996603.26913925
"Italy",2005,"50 to 54",3710390.35587529
"Italy",2005,"55 to 59",3746004.23772343
"Italy",2005,"60 to 64",3274883.91240415
"Italy",2005,"65 to 69",3242401.0673281
"Italy",2005,"70 to 74",2864784.85731507
"Italy",2005,"75 to 79",2366694.03486179
"Italy",2005,"0 to 0",548778.718866777
"Italy",2005,"80 to 84",1729492.36937181
"Italy",2005,"85 to 89",666487.111061653
"Italy",2005,"90 to 94",398289.811438154
"Italy",2005,"95 to 99",92723.3173638459
"Netherlands",2005,"1 to 4",809155.678231674
"Netherlands",2005,"5 to 9",989142.209107594
"Netherlands",2005,"10 to 14",1007728.97500601
"Netherlands",2005,"15 to 19",977552.404018393
"Netherlands",2005,"20 to 24",966396.245661069
"Netherlands",2005,"25 to 29",990796.66115765
"Netherlands",2005,"30 to 34",1189231.50010812
"Netherlands",2005,"35 to 39",1312167.9075335
"Netherlands",2005,"40 to 44",1306429.52912487
"Netherlands",2005,"45 to 49",1200757.47719589
"Netherlands",2005,"50 to 54",1113044.95167167
"Netherlands",2005,"55 to 59",1113489.96385027
"Netherlands",2005,"60 to 64",823722.960425352
"Netherlands",2005,"65 to 69",677269.735036689
"Netherlands",2005,"70 to 74",578135.12397017
"Netherlands",2005,"75 to 79",459376.522360557
"Netherlands",2005,"0 to 0",190634.835070837
"Netherlands",2005,"80 to 84",335512.114026665
"Netherlands",2005,"85 to 89",162372.055892309
"Netherlands",2005,"90 to 94",68795.0638549126
"Netherlands",2005,"95 to 99",19634.4252695723
"Spain",2005,"1 to 4",1746297.01823444
"Spain",2005,"5 to 9",2011059.26994377
"Spain",2005,"10 to 14",2153747.69456643
"Spain",2005,"15 to 19",2372274.85606253
"Spain",2005,"20 to 24",3026738.98435552
"Spain",2005,"25 to 29",3826287.06525276
"Spain",2005,"30 to 34",3835745.15276862
"Spain",2005,"35 to 39",3672456.63110534
"Spain",2005,"40 to 44",3435475.05611459
"Spain",2005,"45 to 49",3041533.97807379
"Spain",2005,"50 to 54",2598429.17016656
"Spain",2005,"55 to 59",2489407.57670966
"Spain",2005,"60 to 64",2147397.61592763
"Spain",2005,"65 to 69",1874267.4653219
"Spain",2005,"70 to 74",1978750.51057528
"Spain",2005,"75 to 79",1574726.72530109
"Spain",2005,"0 to 0",461675.416811445
"Spain",2005,"80 to 84",1086474.20303014
"Spain",2005,"85 to 89",526659.072989461
"Spain",2005,"90 to 94",224740.260049636
"Spain",2005,"95 to 99",62265.5510933578
"Sweden",2005,"1 to 4",396628.205303936
"Sweden",2005,"5 to 9",469748.506852404
"Sweden",2005,"10 to 14",596803.39501317
"Sweden",2005,"15 to 19",599642.492092166
"Sweden",2005,"20 to 24",530282.701237955
"Sweden",2005,"25 to 29",546391.440034978
"Sweden",2005,"30 to 34",612327.278826727
"Sweden",2005,"35 to 39",639608.903457471
"Sweden",2005,"40 to 44",637207.709316507
"Sweden",2005,"45 to 49",585524.2640177
"Sweden",2005,"50 to 54",579133.641861707
"Sweden",2005,"55 to 59",630753.654967758
"Sweden",2005,"60 to 64",573601.932828063
"Sweden",2005,"65 to 69",420438.425160498
"Sweden",2005,"70 to 74",346219.753793841
"Sweden",2005,"75 to 79",311943.435304744
"Sweden",2005,"0 to 0",103300.327067904
"Sweden",2005,"80 to 84",258995.814650709
"Sweden",2005,"85 to 89",156607.960447938
"Sweden",2005,"90 to 94",66951.1588931414
"Sweden",2005,"95 to 99",20445.8106509819
"United Kingdom",2005,"1 to 4",2786365.57456587
"United Kingdom",2005,"5 to 9",3701103.08255321
"United Kingdom",2005,"10 to 14",3971334.67907787
"United Kingdom",2005,"15 to 19",4036049.29335872
"United Kingdom",2005,"20 to 24",3910496.8446231
"United Kingdom",2005,"25 to 29",3840834.48981185
"United Kingdom",2005,"30 to 34",4286565.10322323
"United Kingdom",2005,"35 to 39",4725659.80074196
"United Kingdom",2005,"40 to 44",4672942.83885896
"United Kingdom",2005,"45 to 49",4098326.72007836
"United Kingdom",2005,"50 to 54",3716393.15685663
"United Kingdom",2005,"55 to 59",3951674.88691275
"United Kingdom",2005,"60 to 64",3131737.69525533
"United Kingdom",2005,"65 to 69",2712509.99811738
"United Kingdom",2005,"70 to 74",2340400.69311455
"United Kingdom",2005,"75 to 79",1977915.63884545
"United Kingdom",2005,"0 to 0",734309.748484787
"United Kingdom",2005,"80 to 84",1392958.9112904
"United Kingdom",2005,"85 to 89",788865.33959653
"United Kingdom",2005,"90 to 94",336483.153594075
"United Kingdom",2005,"95 to 99",86949.7666213804
"Argentina",2005,"1 to 4",2759805.79357182
"Argentina",2005,"5 to 9",3569623.65952925
"Argentina",2005,"10 to 14",3555858.03977348
"Argentina",2005,"15 to 19",3469064.44042004
"Argentina",2005,"20 to 24",3248780.54598101
"Argentina",2005,"25 to 29",3102501.2837285
"Argentina",2005,"30 to 34",2716570.20065946
"Argentina",2005,"35 to 39",2427442.84960208
"Argentina",2005,"40 to 44",2267769.82794312
"Argentina",2005,"45 to 49",2119794.79124394
"Argentina",2005,"50 to 54",1944602.8253452
"Argentina",2005,"55 to 59",1714525.12570711
"Argentina",2005,"60 to 64",1425468.03529272
"Argentina",2005,"65 to 69",1176150.99555899
"Argentina",2005,"70 to 74",986647.344307249
"Argentina",2005,"75 to 79",778761.536933572
"Argentina",2005,"0 to 0",696265.489272022
"Argentina",2005,"80 to 84",510858.085666864
"Argentina",2005,"85 to 89",276238.073299323
"Argentina",2005,"90 to 94",98883.0844605376
"Argentina",2005,"95 to 99",23646.2275910213
"Chile",2005,"1 to 4",905783.62297035
"Chile",2005,"5 to 9",1253431.38421837
"Chile",2005,"10 to 14",1414243.50901474
"Chile",2005,"15 to 19",1428584.53487195
"Chile",2005,"20 to 24",1289968.18969423
"Chile",2005,"25 to 29",1174412.53092842
"Chile",2005,"30 to 34",1265046.24879243
"Chile",2005,"35 to 39",1241750.7242496
"Chile",2005,"40 to 44",1240496.80919108
"Chile",2005,"45 to 49",1045169.16674159
"Chile",2005,"50 to 54",844685.287125357
"Chile",2005,"55 to 59",677773.555318332
"Chile",2005,"60 to 64",557487.131988202
"Chile",2005,"65 to 69",435278.67216413
"Chile",2005,"70 to 74",367019.445969626
"Chile",2005,"75 to 79",259722.253918657
"Chile",2005,"0 to 0",223572.006787724
"Chile",2005,"80 to 84",148035.900068807
"Chile",2005,"85 to 89",77739.1561259472
"Chile",2005,"90 to 94",30028.8219962122
"Chile",2005,"95 to 99",9439.9907099377
"Uruguay",2005,"1 to 4",199302.34530191
"Uruguay",2005,"5 to 9",268808.930396905
"Uruguay",2005,"10 to 14",274614.857315603
"Uruguay",2005,"15 to 19",263820.454612651
"Uruguay",2005,"20 to 24",253735.32203199
"Uruguay",2005,"25 to 29",243242.860674473
"Uruguay",2005,"30 to 34",229604.14866892
"Uruguay",2005,"35 to 39",215237.598764493
"Uruguay",2005,"40 to 44",210783.928966833
"Uruguay",2005,"45 to 49",198411.928595442
"Uruguay",2005,"50 to 54",181174.072804803
"Uruguay",2005,"55 to 59",158610.174432193
"Uruguay",2005,"60 to 64",142171.356875631
"Uruguay",2005,"65 to 69",127927.194426786
"Uruguay",2005,"70 to 74",113187.792496783
"Uruguay",2005,"75 to 79",91442.6055355484
"Uruguay",2005,"0 to 0",47723.849511353
"Uruguay",2005,"80 to 84",60527.396819005
"Uruguay",2005,"85 to 89",32668.4067741001
"Uruguay",2005,"90 to 94",13111.3515474331
"Uruguay",2005,"95 to 99",4025.47120152598
"Canada",2005,"1 to 4",1375860.53038392
"Canada",2005,"5 to 9",1883391.95152822
"Canada",2005,"10 to 14",2146934.33025891
"Canada",2005,"15 to 19",2156359.3466752
"Canada",2005,"20 to 24",2109163.8722642
"Canada",2005,"25 to 29",1997749.04565333
"Canada",2005,"30 to 34",2074178.42815783
"Canada",2005,"35 to 39",2275018.42694273
"Canada",2005,"40 to 44",2704747.01297867
"Canada",2005,"45 to 49",2609903.17662341
"Canada",2005,"50 to 54",2313085.9387242
"Canada",2005,"55 to 59",2009601.43764417
"Canada",2005,"60 to 64",1522996.37955137
"Canada",2005,"65 to 69",1200687.9764405
"Canada",2005,"70 to 74",1050702.26018082
"Canada",2005,"75 to 79",864165.973583592
"Canada",2005,"0 to 0",342593.167989694
"Canada",2005,"80 to 84",625514.147313335
"Canada",2005,"85 to 89",315756.926034529
"Canada",2005,"90 to 94",130355.331345035
"Canada",2005,"95 to 99",35190.1712066876
"United States of America",2005,"1 to 4",15964041.3827355
"United States of America",2005,"5 to 9",20129846.6905495
"United States of America",2005,"10 to 14",21294360.7947734
"United States of America",2005,"15 to 19",21443239.3649285
"United States of America",2005,"20 to 24",20649903.2676143
"United States of America",2005,"25 to 29",19572740.9542046
"United States of America",2005,"30 to 34",19832416.4311819
"United States of America",2005,"35 to 39",20890711.790307
"United States of America",2005,"40 to 44",22693948.177956
"United States of America",2005,"45 to 49",22303463.721937
"United States of America",2005,"50 to 54",19810313.0084258
"United States of America",2005,"55 to 59",17009061.3333014
"United States of America",2005,"60 to 64",12884300.0048491
"United States of America",2005,"65 to 69",10038898.9487801
"United States of America",2005,"70 to 74",8423217.47807916
"United States of America",2005,"75 to 79",7309208.13624696
"United States of America",2005,"0 to 0",4081171.83626472
"United States of America",2005,"80 to 84",5462533.62733718
"United States of America",2005,"85 to 89",3060565.35937639
"United States of America",2005,"90 to 94",1386645.74760498
"United States of America",2005,"95 to 99",516064.332954928
"Peru",2005,"1 to 4",2267878.27853151
"Peru",2005,"5 to 9",2829275.74553463
"Peru",2005,"10 to 14",2901555.07605038
"Peru",2005,"15 to 19",2763845.88281322
"Peru",2005,"20 to 24",2545438.41483704
"Peru",2005,"25 to 29",2279689.85065066
"Peru",2005,"30 to 34",2016556.34093043
"Peru",2005,"35 to 39",1823280.0921327
"Peru",2005,"40 to 44",1575639.98808616
"Peru",2005,"45 to 49",1305217.69586911
"Peru",2005,"50 to 54",1078642.01483966
"Peru",2005,"55 to 59",863279.136698783
"Peru",2005,"60 to 64",684204.645545848
"Peru",2005,"65 to 69",542699.335344341
"Peru",2005,"70 to 74",460018.786513606
"Peru",2005,"75 to 79",313324.508385752
"Peru",2005,"0 to 0",607829.793454026
"Peru",2005,"80 to 84",192624.077713132
"Peru",2005,"85 to 89",101925.561497162
"Peru",2005,"90 to 94",40425.41102549
"Peru",2005,"95 to 99",13290.7068771108
"Mexico",2005,"1 to 4",9330405.45256714
"Mexico",2005,"5 to 9",11611004.0772361
"Mexico",2005,"10 to 14",11500678.4929552
"Mexico",2005,"15 to 19",10834439.4837749
"Mexico",2005,"20 to 24",9890268.17492307
"Mexico",2005,"25 to 29",8944302.26682453
"Mexico",2005,"30 to 34",8401859.08341534
"Mexico",2005,"35 to 39",7527128.8464893
"Mexico",2005,"40 to 44",6321775.61440584
"Mexico",2005,"45 to 49",5293454.42666952
"Mexico",2005,"50 to 54",4182817.20805692
"Mexico",2005,"55 to 59",3298821.50408253
"Mexico",2005,"60 to 64",2653005.36839425
"Mexico",2005,"65 to 69",2025031.8848044
"Mexico",2005,"70 to 74",1564801.21637657
"Mexico",2005,"75 to 79",1059285.66180987
"Mexico",2005,"0 to 0",2339948.32537367
"Mexico",2005,"80 to 84",649921.27307425
"Mexico",2005,"85 to 89",334304.339981348
"Mexico",2005,"90 to 94",128946.976045131
"Mexico",2005,"95 to 99",28149.1236416184
"Brazil",2005,"1 to 4",13002020.5235742
"Brazil",2005,"5 to 9",16703538.1781767
"Brazil",2005,"10 to 14",17652580.9816463
"Brazil",2005,"15 to 19",17982397.5145036
"Brazil",2005,"20 to 24",17991023.8025953
"Brazil",2005,"25 to 29",16178805.6776347
"Brazil",2005,"30 to 34",14187569.3288484
"Brazil",2005,"35 to 39",13476927.7600945
"Brazil",2005,"40 to 44",12442458.3298299
"Brazil",2005,"45 to 49",10570060.9147832
"Brazil",2005,"50 to 54",8725747.31776574
"Brazil",2005,"55 to 59",6886350.75566637
"Brazil",2005,"60 to 64",5303345.12670492
"Brazil",2005,"65 to 69",4268672.76888753
"Brazil",2005,"70 to 74",3180327.44362824
"Brazil",2005,"75 to 79",2252176.40813474
"Brazil",2005,"0 to 0",3394240.68597135
"Brazil",2005,"80 to 84",1309382.78419801
"Brazil",2005,"85 to 89",652174.675776801
"Brazil",2005,"90 to 94",272886.277412496
"Brazil",2005,"95 to 99",80783.5027018976
"Iran (Islamic Republic of)",2005,"1 to 4",4910215.91142613
"Iran (Islamic Republic of)",2005,"5 to 9",6141624.38591059
"Iran (Islamic Republic of)",2005,"10 to 14",7375658.62641731
"Iran (Islamic Republic of)",2005,"15 to 19",8842349.16331539
"Iran (Islamic Republic of)",2005,"20 to 24",8673398.73378289
"Iran (Islamic Republic of)",2005,"25 to 29",7120866.56545899
"Iran (Islamic Republic of)",2005,"30 to 34",5707636.1215664
"Iran (Islamic Republic of)",2005,"35 to 39",4857149.62507981
"Iran (Islamic Republic of)",2005,"40 to 44",4117664.15770475
"Iran (Islamic Republic of)",2005,"45 to 49",3423289.179703
"Iran (Islamic Republic of)",2005,"50 to 54",2625225.70601977
"Iran (Islamic Republic of)",2005,"55 to 59",1920586.74238626
"Iran (Islamic Republic of)",2005,"60 to 64",1446810.6256235
"Iran (Islamic Republic of)",2005,"65 to 69",1249658.42834396
"Iran (Islamic Republic of)",2005,"70 to 74",1038502.84756655
"Iran (Islamic Republic of)",2005,"75 to 79",708272.510892172
"Iran (Islamic Republic of)",2005,"0 to 0",1336262.55508887
"Iran (Islamic Republic of)",2005,"80 to 84",379744.465813218
"Iran (Islamic Republic of)",2005,"85 to 89",139345.397056867
"Iran (Islamic Republic of)",2005,"90 to 94",27555.1136322322
"Iran (Islamic Republic of)",2005,"95 to 99",4715.84150032571
"Turkey",2005,"1 to 4",5366160.69387707
"Turkey",2005,"5 to 9",6990991.59616972
"Turkey",2005,"10 to 14",6786141.01068949
"Turkey",2005,"15 to 19",6611735.90579989
"Turkey",2005,"20 to 24",6563836.77871932
"Turkey",2005,"25 to 29",6590285.13829945
"Turkey",2005,"30 to 34",5774192.06259176
"Turkey",2005,"35 to 39",5007198.19275678
"Turkey",2005,"40 to 44",4724342.27482318
"Turkey",2005,"45 to 49",3995127.4632035
"Turkey",2005,"50 to 54",3404052.67650975
"Turkey",2005,"55 to 59",2638592.16968691
"Turkey",2005,"60 to 64",1958647.40968835
"Turkey",2005,"65 to 69",1662661.22500396
"Turkey",2005,"70 to 74",1385748.13273673
"Turkey",2005,"75 to 79",947096.845826203
"Turkey",2005,"0 to 0",1249182.71257972
"Turkey",2005,"80 to 84",481641.263241414
"Turkey",2005,"85 to 89",224688.304265944
"Turkey",2005,"90 to 94",105597.459512886
"Turkey",2005,"95 to 99",43979.8972994901
"Bangladesh",2005,"1 to 4",13506785.3696887
"Bangladesh",2005,"5 to 9",17269071.0198019
"Bangladesh",2005,"10 to 14",15880068.7186635
"Bangladesh",2005,"15 to 19",14570640.7253793
"Bangladesh",2005,"20 to 24",12898001.9711943
"Bangladesh",2005,"25 to 29",11794288.3304018
"Bangladesh",2005,"30 to 34",10327189.6373672
"Bangladesh",2005,"35 to 39",8578643.43635847
"Bangladesh",2005,"40 to 44",7069953.08734231
"Bangladesh",2005,"45 to 49",5553276.54628363
"Bangladesh",2005,"50 to 54",4294040.75303354
"Bangladesh",2005,"55 to 59",3324970.54903274
"Bangladesh",2005,"60 to 64",2644537.65389654
"Bangladesh",2005,"65 to 69",2021835.93672158
"Bangladesh",2005,"70 to 74",1590746.21527325
"Bangladesh",2005,"75 to 79",973727.641182273
"Bangladesh",2005,"0 to 0",3220854.46828401
"Bangladesh",2005,"80 to 84",405963.975549234
"Bangladesh",2005,"85 to 89",187163.265369751
"Bangladesh",2005,"90 to 94",61710.9069447897
"Bangladesh",2005,"95 to 99",11621.8115238621
"India",2005,"1 to 4",101250199.468274
"India",2005,"5 to 9",127681147.539902
"India",2005,"10 to 14",125080138.638751
"India",2005,"15 to 19",117854250.472396
"India",2005,"20 to 24",105304957.17487
"India",2005,"25 to 29",91008289.2727272
"India",2005,"30 to 34",84247143.0156484
"India",2005,"35 to 39",76917838.0989052
"India",2005,"40 to 44",64774173.1490896
"India",2005,"45 to 49",52658561.972423
"India",2005,"50 to 54",42053041.4631391
"India",2005,"55 to 59",32747709.6924981
"India",2005,"60 to 64",28907663.0212285
"India",2005,"65 to 69",23473500.6633451
"India",2005,"70 to 74",16352726.1674829
"India",2005,"75 to 79",9253323.91500225
"India",2005,"0 to 0",25681167.3921001
"India",2005,"80 to 84",4000490.83400772
"India",2005,"85 to 89",1288000.13279992
"India",2005,"90 to 94",261396.123005394
"India",2005,"95 to 99",35639.2430593527
"Kenya",2005,"1 to 4",4633285.12241516
"Kenya",2005,"5 to 9",5173563.83387712
"Kenya",2005,"10 to 14",4593999.33898739
"Kenya",2005,"15 to 19",4163019.45033497
"Kenya",2005,"20 to 24",3570698.2575409
"Kenya",2005,"25 to 29",2914929.08849976
"Kenya",2005,"30 to 34",2278971.66034951
"Kenya",2005,"35 to 39",1728439.36059181
"Kenya",2005,"40 to 44",1357432.11990373
"Kenya",2005,"45 to 49",1072414.01014784
"Kenya",2005,"50 to 54",833226.566430711
"Kenya",2005,"55 to 59",630443.963841931
"Kenya",2005,"60 to 64",499293.149560893
"Kenya",2005,"65 to 69",368256.977667319
"Kenya",2005,"70 to 74",262764.583504432
"Kenya",2005,"75 to 79",163221.580703489
"Kenya",2005,"0 to 0",1227836.47454427
"Kenya",2005,"80 to 84",85811.2080655591
"Kenya",2005,"85 to 89",36269.3154570162
"Kenya",2005,"90 to 94",12109.7787507699
"Kenya",2005,"95 to 99",3490.67697581987
"South Africa",2005,"1 to 4",3938509.305095
"South Africa",2005,"5 to 9",4790331.36928191
"South Africa",2005,"10 to 14",5155755.88773318
"South Africa",2005,"15 to 19",5367893.08299047
"South Africa",2005,"20 to 24",4965166.7642207
"South Africa",2005,"25 to 29",4231400.30343013
"South Africa",2005,"30 to 34",3678639.42062993
"South Africa",2005,"35 to 39",3203348.36871749
"South Africa",2005,"40 to 44",2800395.25449562
"South Africa",2005,"45 to 49",2426297.0715138
"South Africa",2005,"50 to 54",1898994.38952424
"South Africa",2005,"55 to 59",1444446.81096479
"South Africa",2005,"60 to 64",1123676.59339927
"South Africa",2005,"65 to 69",878248.967257213
"South Africa",2005,"70 to 74",640183.278906153
"South Africa",2005,"75 to 79",448701.623381463
"South Africa",2005,"0 to 0",1036066.59657425
"South Africa",2005,"80 to 84",276376.016803553
"South Africa",2005,"85 to 89",129246.663818995
"South Africa",2005,"90 to 94",35952.5382959997
"South Africa",2005,"95 to 99",7421.35881070124
"Nigeria",2005,"1 to 4",19887345.9015627
"Nigeria",2005,"5 to 9",20023917.2486972
"Nigeria",2005,"10 to 14",17088439.4084194
"Nigeria",2005,"15 to 19",14977478.7976409
"Nigeria",2005,"20 to 24",13125329.8916188
"Nigeria",2005,"25 to 29",11271939.8673822
"Nigeria",2005,"30 to 34",9434929.46842851
"Nigeria",2005,"35 to 39",7778564.92585245
"Nigeria",2005,"40 to 44",6132835.21696049
"Nigeria",2005,"45 to 49",4884006.86605375
"Nigeria",2005,"50 to 54",3735952.98720586
"Nigeria",2005,"55 to 59",2832080.12840427
"Nigeria",2005,"60 to 64",2215735.41971151
"Nigeria",2005,"65 to 69",1613001.29896765
"Nigeria",2005,"70 to 74",1158176.72534309
"Nigeria",2005,"75 to 79",774153.253287023
"Nigeria",2005,"0 to 0",5906478.0819969
"Nigeria",2005,"80 to 84",436279.149122437
"Nigeria",2005,"85 to 89",190850.751297298
"Nigeria",2005,"90 to 94",61093.6947360531
"Nigeria",2005,"95 to 99",14270.3660446166
"European Union",2005,"1 to 4",20338275.8939539
"European Union",2005,"5 to 9",26179056.4969987
"European Union",2005,"10 to 14",28355190.6259054
"European Union",2005,"15 to 19",30996766.5806582
"European Union",2005,"20 to 24",32429538.2321119
"European Union",2005,"25 to 29",34314821.7643101
"European Union",2005,"30 to 34",35966371.7127841
"European Union",2005,"35 to 39",37929072.5976905
"European Union",2005,"40 to 44",37597522.9347143
"European Union",2005,"45 to 49",35534260.2169144
"European Union",2005,"50 to 54",33229435.3687236
"European Union",2005,"55 to 59",31040651.1044922
"European Union",2005,"60 to 64",25422300.9511103
"European Union",2005,"65 to 69",24488531.281609
"European Union",2005,"70 to 74",21125568.926448
"European Union",2005,"75 to 79",17214382.5150568
"European Union",2005,"0 to 0",5144106.58169331
"European Union",2005,"80 to 84",11977201.1163064
"European Union",2005,"85 to 89",5040432.42312414
"European Union",2005,"90 to 94",2446819.94274165
"European Union",2005,"95 to 99",660839.651034799
"Africa",2005,"1 to 4",119647712.221228
"Africa",2005,"5 to 9",127409040.776669
"Africa",2005,"10 to 14",112816444.666604
"Africa",2005,"15 to 19",101109742.504626
"Africa",2005,"20 to 24",87948152.8178209
"Africa",2005,"25 to 29",73444214.358396
"Africa",2005,"30 to 34",60107010.2147836
"Africa",2005,"35 to 39",49683566.261081
"Africa",2005,"40 to 44",40925221.264832
"Africa",2005,"45 to 49",33043322.0739576
"Africa",2005,"50 to 54",26106017.4974067
"Africa",2005,"55 to 59",19181442.4585684
"Africa",2005,"60 to 64",15221288.3612971
"Africa",2005,"65 to 69",11722212.9996251
"Africa",2005,"70 to 74",8517667.51749867
"Africa",2005,"75 to 79",5451166.58785071
"Africa",2005,"0 to 0",33966745.6652675
"Africa",2005,"80 to 84",2908148.53187204
"Africa",2005,"85 to 89",1220358.11327555
"Africa",2005,"90 to 94",355468.021699659
"Africa",2005,"95 to 99",75627.1468245046
"America",2005,"1 to 4",60763301.3756518
"America",2005,"5 to 9",76959568.7151489
"America",2005,"10 to 14",79484346.5209332
"America",2005,"15 to 19",77589715.7317498
"America",2005,"20 to 24",73476006.3852672
"America",2005,"25 to 29",67196235.9084275
"America",2005,"30 to 34",62927370.5802237
"America",2005,"35 to 39",61299222.6758169
"America",2005,"40 to 44",59799422.0779949
"America",2005,"45 to 49",53936331.6850923
"America",2005,"50 to 54",46071769.8864628
"America",2005,"55 to 59",38134173.2587813
"America",2005,"60 to 64",29464495.7588018
"America",2005,"65 to 69",23286620.0850551
"America",2005,"70 to 74",18783831.00635
"America",2005,"75 to 79",14839636.1371968
"America",2005,"0 to 0",15583175.0301358
"America",2005,"80 to 84",10104086.3528997
"America",2005,"85 to 89",5431103.99409245
"America",2005,"90 to 94",2332067.77349709
"America",2005,"95 to 99",802866.417020057
"Asia",2005,"1 to 4",284697217.584163
"Asia",2005,"5 to 9",355916278.85656
"Asia",2005,"10 to 14",371579413.722379
"Asia",2005,"15 to 19",389392289.823559
"Asia",2005,"20 to 24",339054856.823963
"Asia",2005,"25 to 29",310217941.896571
"Asia",2005,"30 to 34",317444948.879685
"Asia",2005,"35 to 39",308706958.520026
"Asia",2005,"40 to 44",263537357.797825
"Asia",2005,"45 to 49",209724764.103018
"Asia",2005,"50 to 54",189299115.779957
"Asia",2005,"55 to 59",143893654.543949
"Asia",2005,"60 to 64",113192813.741531
"Asia",2005,"65 to 69",94243090.9491979
"Asia",2005,"70 to 74",71869647.2128996
"Asia",2005,"75 to 79",46412695.8835793
"Asia",2005,"0 to 0",71869092.4081314
"Asia",2005,"80 to 84",24145332.7001766
"Asia",2005,"85 to 89",9747227.64498107
"Asia",2005,"90 to 94",2922336.38993803
"Asia",2005,"95 to 99",677689.704830271
"Europe",2005,"1 to 4",35959713.501415
"Europe",2005,"5 to 9",45854092.5026045
"Europe",2005,"10 to 14",50820626.726767
"Europe",2005,"15 to 19",58954167.2816146
"Europe",2005,"20 to 24",60213456.4550929
"Europe",2005,"25 to 29",60210416.004687
"Europe",2005,"30 to 34",60095183.5839681
"Europe",2005,"35 to 39",60151098.3619916
"Europe",2005,"40 to 44",61977000.9579547
"Europe",2005,"45 to 49",60145768.0888143
"Europe",2005,"50 to 54",54840016.782617
"Europe",2005,"55 to 59",47996502.5509537
"Europe",2005,"60 to 64",36824085.7684305
"Europe",2005,"65 to 69",39082564.3789754
"Europe",2005,"70 to 74",31341978.3637309
"Europe",2005,"75 to 79",25969629.7073891
"Europe",2005,"0 to 0",9010112.46760126
"Europe",2005,"80 to 84",16169525.2594837
"Europe",2005,"85 to 89",6619005.49218637
"Europe",2005,"90 to 94",3054079.65204228
"Europe",2005,"95 to 99",805489.174547664
"G20",2005,"1 to 4",266743631.181632
"G20",2005,"5 to 9",340237571.640947
"G20",2005,"10 to 14",365605017.41252
"G20",2005,"15 to 19",397538583.425236
"G20",2005,"20 to 24",356496318.531107
"G20",2005,"25 to 29",333744408.297388
"G20",2005,"30 to 34",346682690.724913
"G20",2005,"35 to 39",344868818.408521
"G20",2005,"40 to 44",309023468.315376
"G20",2005,"45 to 49",259436619.404987
"G20",2005,"50 to 54",238111032.61138
"G20",2005,"55 to 59",191208730.921984
"G20",2005,"60 to 64",148813792.855075
"G20",2005,"65 to 69",129732429.55514
"G20",2005,"70 to 74",102021394.466798
"G20",2005,"75 to 79",73010320.2980396
"G20",2005,"0 to 0",66611084.4382699
"G20",2005,"80 to 84",42897087.9481753
"G20",2005,"85 to 89",18597359.3995448
"G20",2005,"90 to 94",7162644.56315865
"G20",2005,"95 to 99",1939555.57680645
"Nordic Region",2005,"1 to 4",1139507.18548791
"Nordic Region",2005,"5 to 9",1440767.6601493
"Nordic Region",2005,"10 to 14",1612929.46997118
"Nordic Region",2005,"15 to 19",1540251.25299589
"Nordic Region",2005,"20 to 24",1458170.54102004
"Nordic Region",2005,"25 to 29",1540070.11545532
"Nordic Region",2005,"30 to 34",1672545.28126313
"Nordic Region",2005,"35 to 39",1783744.93211063
"Nordic Region",2005,"40 to 44",1773623.11994167
"Nordic Region",2005,"45 to 49",1677969.68274213
"Nordic Region",2005,"50 to 54",1653224.54355108
"Nordic Region",2005,"55 to 59",1755737.89575899
"Nordic Region",2005,"60 to 64",1428710.02713998
"Nordic Region",2005,"65 to 69",1085922.15009284
"Nordic Region",2005,"70 to 74",906689.992074407
"Nordic Region",2005,"75 to 79",799484.500080411
"Nordic Region",2005,"0 to 0",288977.91216192
"Nordic Region",2005,"80 to 84",628153.368446116
"Nordic Region",2005,"85 to 89",351311.250392516
"Nordic Region",2005,"90 to 94",150502.248408927
"Nordic Region",2005,"95 to 99",46293.0801277123
"Global",2006,"1 to 4",504305397.097455
"Global",2006,"5 to 9",608774178.283008
"Global",2006,"10 to 14",611807048.816028
"Global",2006,"15 to 19",630491830.231569
"Global",2006,"20 to 24",573821690.027856
"Global",2006,"25 to 29",518507526.177318
"Global",2006,"30 to 34",501610073.043132
"Global",2006,"35 to 39",485831409.232964
"Global",2006,"40 to 44",439314572.362431
"Global",2006,"45 to 49",363172616.847632
"Global",2006,"50 to 54",324370826.172417
"Global",2006,"55 to 59",262551306.804715
"Global",2006,"60 to 64",198869719.814574
"Global",2006,"65 to 69",170980477.05763
"Global",2006,"70 to 74",133546066.105732
"Global",2006,"75 to 79",95442463.4139103
"Global",2006,"0 to 0",131294296.946757
"Global",2006,"80 to 84",55568726.0700408
"Global",2006,"85 to 89",24382729.0149693
"Global",2006,"90 to 94",8865648.81557211
"Global",2006,"95 to 99",2489568.74135385
"China",2006,"1 to 4",58261177.2925363
"China",2006,"5 to 9",76231760.8661142
